,Year,Rank,O_Rank,Institution ,Academic Reputation,AR Rank,Employer Reputation,ER Rank,Faculty Student,FS Rank,Citations per Faculty,CF Rank,International Faculty,IF Rank,International Students,IS Rank,Overall Score
0,2011.0,1.0,1.0,University of Cambridge,100.0,1.0,100.0,3.0,100.0,18.0,93.0,36.0,96.0,38.0,95.0,39.0,100.0
1,2011.0,2.0,2.0,Harvard University,100.0,2.0,100.0,1.0,97.0,40.0,100.0,3.0,71.0,125.0,87.0,70.0,99.2
2,2011.0,3.0,3.0,Yale University,100.0,10.0,100.0,10.0,100.0,7.0,98.0,22.0,78.0,109.0,66.0,149.0,98.7
3,2011.0,4.0,4.0,UCL (University College London),99.0,23.0,93.0,34.0,99.0,24.0,91.0,41.0,94.0,45.0,99.0,18.0,98.5
4,2011.0,5.0,5.0,Massachusetts Institute of Technology (MIT),100.0,6.0,100.0,4.0,100.0,21.0,100.0,9.0,31.0,265.0,98.0,24.0,98.2
5,2011.0,6.0,6.0,University of Oxford,100.0,3.0,100.0,2.0,100.0,12.0,84.0,52.0,96.0,40.0,95.0,38.0,98.2
6,2011.0,7.0,7.0,Imperial College London,100.0,16.0,100.0,8.0,100.0,17.0,81.0,68.0,99.0,29.0,100.0,11.0,97.8
7,2011.0,8.0,8.0,University of Chicago,100.0,13.0,96.0,25.0,98.0,32.0,93.0,34.0,68.0,135.0,89.0,64.0,97.5
8,2011.0,9.0,9.0,California Institute of Technology (Caltech),99.0,26.0,71.0,96.0,93.0,49.0,100.0,1.0,99.0,22.0,85.0,78.0,96.5
9,2011.0,10.0,10.0,Princeton University,100.0,9.0,88.0,45.0,82.0,83.0,100.0,4.0,96.0,38.0,82.0,94.0,96.0
10,2011.0,11.0,11.0,Columbia University,100.0,14.0,100.0,12.0,98.0,37.0,97.0,25.0,17.0,301.0,91.0,56.0,96.0
11,2011.0,12.0,12.0,University of Pennsylvania,98.0,31.0,98.0,18.0,99.0,26.0,96.0,28.0,60.0,163.0,64.0,153.0,96.0
12,2011.0,13.0,13.0,Stanford University,100.0,5.0,100.0,6.0,80.0,91.0,100.0,2.0,19.0,301.0,99.0,17.0,93.6
13,2011.0,14.0,14.0,Duke University,95.0,38.0,93.0,33.0,100.0,15.0,97.0,24.0,17.0,301.0,57.0,187.0,92.3
14,2011.0,15.0,15.0,University of Michigan,100.0,21.0,99.0,16.0,92.0,51.0,87.0,48.0,52.0,184.0,50.0,222.0,92.2
15,2011.0,16.0,16.0,Cornell University,100.0,15.0,95.0,28.0,76.0,102.0,98.0,23.0,26.0,292.0,67.0,142.0,90.4
16,2011.0,17.0,17.0,Johns Hopkins University,96.0,36.0,65.0,129.0,98.0,35.0,100.0,8.0,17.0,301.0,55.0,195.0,89.7
17,2011.0,18.0,18.0,ETH Zurich (Swiss Federal Institute of Technology),99.0,27.0,89.0,44.0,47.0,249.0,99.0,13.0,100.0,13.0,98.0,22.0,89.3
18,2011.0,19.0,19.0,McGill University,99.0,25.0,98.0,19.0,87.0,70.0,63.0,126.0,66.0,149.0,95.0,44.0,89.3
19,2011.0,20.0,20.0,Australian National University (ANU),100.0,18.0,80.0,64.0,75.0,106.0,72.0,89.0,99.0,26.0,95.0,41.0,88.6
20,2011.0,21.0,21.0,King's College London (KCL),92.0,49.0,88.0,49.0,90.0,56.0,70.0,96.0,92.0,56.0,89.0,61.0,88.5
21,2011.0,22.0,22.0,University of Edinburgh,99.0,28.0,96.0,26.0,78.0,97.0,65.0,118.0,83.0,88.0,87.0,68.0,88.0
22,2011.0,23.0,23.0,University of Hong Kong (HKU),96.0,34.0,74.0,85.0,94.0,48.0,55.0,156.0,100.0,15.0,98.0,28.0,87.3
23,2011.0,24.0,24.0,The University of Tokyo,100.0,8.0,97.0,2.0,89.0,61.0,75.0,80.0,12.0,301.0,39.0,278.0,86.7
24,2011.0,25.0,25.0,Kyoto University,100.0,20.0,88.0,45.0,96.0,41.0,72.0,86.0,14.0,301.0,24.0,301.0,85.9
25,2011.0,26.0,26.0,Northwestern University,90.0,55.0,91.0,36.0,86.0,74.0,82.0,65.0,12.0,301.0,92.0,54.0,85.4
26,2011.0,27.0,27.0,University of Bristol,90.0,53.0,99.0,15.0,79.0,96.0,71.0,94.0,84.0,84.0,71.0,126.0,85.2
27,2011.0,28.0,28.0,"University of California, Berkeley (UCB)",100.0,4.0,100.0,7.0,38.0,301.0,97.0,27.0,92.0,55.0,40.0,266.0,85.2
28,2011.0,29.0,29.0,University of Toronto,100.0,11.0,94.0,31.0,57.0,183.0,79.0,70.0,79.0,105.0,46.0,238.0,84.3
29,2011.0,30.0,30.0,The University of Manchester,98.0,32.0,100.0,11.0,66.5,141.0,55.0,158.0,85.0,77.0,90.0,58.0,83.3
30,2011.0,31.0,31.0,National University of Singapore (NUS),100.0,12.0,97.0,23.0,64.0,150.0,44.0,224.0,100.0,7.0,100.0,13.0,82.8
31,2011.0,32.0,32.0,Ecole Polytechnique Fédérale de Lausanne (EPFL),74.0,95.0,71.0,98.0,98.0,35.0,71.0,90.0,100.0,3.0,100.0,7.0,82.3
32,2011.0,33.0,33.0,"Ecole Normale Supérieure, Paris (ENS Paris)",95.0,39.0,72.0,93.0,97.0,39.0,51.0,182.0,35.0,241.0,75.0,115.0,82.1
33,2011.0,34.0,34.0,Carnegie Mellon University,89.0,57.0,83.0,55.0,73.0,111.0,76.0,77.0,37.0,232.0,96.0,35.0,81.8
34,2011.0,35.0,35.0,"University of California, Los Angeles (UCLA)",100.0,7.0,98.0,17.0,43.0,278.0,100.0,5.0,4.0,301.0,27.0,301.0,81.5
35,2011.0,36.0,36.0,Ecole Polytechnique,75.0,92.0,98.0,20.0,100.0,9.0,58.0,142.0,70.0,128.0,95.0,42.0,81.3
36,2011.0,37.0,37.0,The University of Sydney,99.0,24.0,93.0,32.0,54.0,199.0,51.0,184.0,99.0,25.0,94.0,46.0,81.3
37,2011.0,38.0,38.0,The University of Melbourne,100.0,19.0,100.0,9.0,40.0,300.0,63.0,129.0,78.0,109.0,95.0,39.0,80.6
38,2011.0,39.0,39.0,Brown University,87.0,61.0,71.0,101.0,60.0,167.0,99.0,18.0,58.0,168.0,53.0,205.0,80.5
39,2011.0,40.0,40.0,The Hong Kong University Of Science And Technology (HKUST),86.0,64.0,71.0,99.0,82.0,85.0,48.0,204.0,100.0,5.0,98.0,26.0,78.7
40,2011.0,41.0,41.0,New York University (NYU),94.0,45.0,90.0,40.0,91.0,55.0,44.0,227.0,22.0,301.0,51.0,212.0,78.4
41,2011.0,42.0,42.0,The Chinese University of Hong Kong (CUHK),88.0,58.0,64.0,133.0,74.0,110.0,55.0,161.0,97.0,37.0,86.0,76.0,77.9
42,2011.0,43.0,43.0,The University of Queensland (UQ),90.0,54.0,85.0,51.0,43.0,274.0,69.0,101.0,98.0,32.0,84.0,83.0,77.6
43,2011.0,44.0,44.0,University of British Columbia,100.0,17.0,79.0,68.0,38.0,301.0,82.0,57.0,24.0,301.0,57.0,187.0,77.4
44,2011.0,45.0,45.0,University of Copenhagen,87.0,60.0,66.0,126.0,100.0,14.0,44.0,225.0,57.0,175.0,45.0,240.0,76.7
45,2011.0,46.0,46.0,The University of New South Wales (UNSW),95.0,40.0,91.0,35.0,40.0,300.0,57.0,147.0,81.0,95.0,93.0,50.0,76.7
46,2011.0,47.0,47.0,Peking University,100.0,22.0,90.0,38.0,95.0,44.0,23.0,301.0,18.0,301.0,34.0,299.0,76.4
47,2011.0,48.0,48.0,University of Wisconsin-Madison,94.0,42.0,63.0,140.0,70.0,119.0,69.0,101.0,27.0,286.0,34.0,301.0,76.3
48,2011.0,49.0,49.0,Osaka University,84.0,68.0,69.0,109.0,90.0,56.0,72.0,88.0,13.0,301.0,25.0,301.0,76.2
49,2011.0,50.0,50.0,Seoul National University (SNU),96.0,33.0,62.0,142.0,90.0,58.0,43.0,233.0,28.0,281.0,38.0,281.0,76.1
50,2011.0,51.0,51.0,Ruprecht-Karls-Universität Heidelberg,93.0,48.0,38.0,276.0,82.0,85.0,55.0,162.0,49.0,186.0,74.0,119.0,75.9
51,2011.0,52.0,52.0,Trinity College Dublin (TCD),86.0,63.0,81.0,63.0,64.0,145.0,46.0,214.0,99.0,29.0,84.0,83.0,75.0
52,2011.0,53.0,53.0,The University of Warwick,92.0,50.0,100.0,12.0,55.0,195.0,31.0,301.0,85.0,80.0,96.0,334.0,74.3
53,2011.0,54.0,54.0,Tsinghua University,98.0,30.0,78.0,70.0,88.0,68.0,24.0,301.0,42.0,214.0,27.0,301.0,74.2
54,2011.0,55.0,55.0,University of Washington,91.0,52.0,49.0,203.0,47.0,243.0,100.0,7.0,9.0,301.0,25.0,301.0,73.8
55,2011.0,56.0,56.0,University of Amsterdam,94.0,47.0,67.0,119.0,60.0,167.0,64.0,124.0,37.0,234.0,27.0,301.0,73.5
56,2011.0,57.0,57.0,"University of North Carolina, Chapel Hill",78.0,86.0,64.0,131.0,76.0,102.0,88.0,46.0,10.0,301.0,17.0,301.0,73.2
57,2011.0,58.0,58.0,Technische Universität München,78.0,85.0,81.0,61.0,97.0,38.0,34.0,278.0,46.0,195.0,70.0,131.0,73.0
58,2011.0,59.0,59.0,University of Birmingham,81.0,78.0,84.0,54.0,58.0,176.0,56.0,453.0,80.0,100.0,72.0,124.0,72.7
59,2011.0,60.0,60.0,Tokyo Institute of Technology,75.0,94.0,73.0,91.0,88.0,69.0,67.0,111.0,22.0,301.0,44.0,245.0,72.6
60,2011.0,61.0,61.0,Monash University,95.0,40.0,96.0,27.0,48.0,242.0,32.0,297.0,57.0,174.0,97.0,31.0,72.5
61,2011.0,62.0,62.0,Uppsala University,85.0,65.0,45.0,230.0,45.0,263.0,86.0,50.0,75.0,118.0,45.0,241.0,72.2
62,2011.0,63.0,63.0,University of Illinois at Urbana-Champaign,96.0,35.0,56.0,167.0,23.0,301.0,89.0,43.0,32.0,257.0,49.0,226.0,71.8
63,2011.0,64.0,64.0,Boston University,76.0,89.0,72.0,94.0,66.0,135.0,71.0,93.0,14.0,301.0,88.0,65.0,71.7
64,2011.0,65.0,65.0,"University of California, San Diego (UCSD)",98.0,29.0,54.0,182.0,23.0,301.0,100.0,6.0,5.0,301.0,18.0,301.0,71.6
65,2011.0,66.0,66.0,Ludwig-Maximilians-Universität München,94.0,44.0,49.0,209.0,29.0,301.0,82.0,63.0,46.0,193.0,59.0,178.0,71.3
66,2011.0,67.0,67.0,University of Texas at Austin,96.0,37.0,84.0,53.0,26.0,301.0,68.0,107.0,55.0,181.0,35.0,292.0,71.2
67,2011.0,68.0,68.0,The University of Auckland,94.0,43.0,90.0,39.0,29.0,301.0,40.0,248.0,992.0,57.0,98.0,29.0,71.1
68,2011.0,69.0,69.0,The University of Sheffield,72.0,101.0,81.0,62.0,67.0,131.0,57.0,147.0,80.0,102.0,77.0,109.0,70.8
69,2011.0,70.0,70.0,Freie Universität Berlin,89.0,56.0,31.0,301.0,27.0,301.0,97.0,26.0,43.0,206.0,73.0,121.0,70.6
70,2011.0,71.0,71.0,University of Geneva,63.0,135.0,28.0,301.0,63.0,152.0,93.0,35.0,99.0,19.0,100.0,16.0,70.5
71,2011.0,72.0,72.0,Lund University,85.0,67.0,66.0,125.0,40.0,300.0,84.0,53.0,36.0,237.0,41.0,263.0,70.4
72,2011.0,73.0,73.0,The University of Nottingham,76.0,90.0,94.0,30.0,59.0,173.0,42.0,234.0,85.0,77.0,88.0,66.0,70.0
73,2011.0,74.0,74.0,Nanyang Technological University (NTU),82.0,76.0,75.0,82.0,69.0,122.0,22.0,301.0,100.0,4.0,99.0,19.0,69.8
74,2011.0,75.0,75.0,Washington University in St. Louis,83.0,71.0,45.0,229.0,72.0,114.0,71.0,92.0,28.0,284.0,13.0,301.0,69.6
75,2011.0,75.0,75.0,University of Helsinki,54.0,176.0,38.0,270.0,100.0,20.0,99.0,19.0,14.0,301.0,54.0,200.0,69.6
76,2011.0,77.0,77.0,University of Glasgow,77.0,88.0,69.0,109.0,61.0,158.0,62.0,130.0,62.0,154.0,57.0,187.0,69.5
77,2011.0,78.0,78.0,University of Alberta,79.0,84.0,71.0,96.0,51.0,183.0,51.0,189.0,90.0,63.0,67.0,146.0,69.3
78,2011.0,79.0,79.0,KAIST - Korea Advanced Institute of Science and Technology,81.0,80.0,53.0,185.0,88.0,66.0,46.0,216.0,39.0,219.0,25.0,301.0,69.1
79,2011.0,80.0,80.0,London School of Economics and Political Science (LSE),88.0,59.0,100.0,4.0,47.0,249.0,15.0,301.0,100.0,16.0,100.0,1.0,68.9
80,2011.0,81.0,81.0,University of Southampton,71.0,105.0,2.0,95.0,66.0,135.0,53.0,172.0,86.0,76.0,77.0,111.0,68.9
81,2011.0,82.0,82.0,Leiden University,83.0,72.0,46.0,223.0,27.0,301.0,99.0,14.0,70.0,129.0,22.0,301.0,68.8
82,2011.0,83.0,83.0,Utrecht University,82.0,74.0,52.0,190.0,57.0,183.0,76.0,78.0,39.0,222.0,18.0,301.0,68.8
83,2011.0,84.0,84.0,Aarhus University,70.0,111.0,52.0,192.0,91.0,53.0,48.0,203.0,56.0,177.0,67.0,142.0,68.6
84,2011.0,85.0,85.0,University of Leeds,80.0,83.0,88.0,48.0,52.0,217.0,41.0,244.0,72.0,123.0,81.0,96.0,68.1
85,2011.0,86.0,86.0,Katholieke Universiteit Leuven,84.0,69.0,66.0,123.0,26.0,301.0,78.0,74.0,48.0,189.0,59.0,182.0,67.6
86,2011.0,87.0,87.0,Purdue University,78.0,87.0,89.0,41.0,37.0,301.0,57.0,150.0,93.0,49.0,60.0,173.0,67.5
87,2011.0,88.0,88.0,University of York,66.0,124.0,80.0,66.0,67.0,131.0,53.0,172.0,76.0,114.0,80.0,99.0,67.4
88,2011.0,89.0,89.0,The University of Western Australia (UWA),71.0,104.0,67.0,118.0,40.0,300.0,66.0,113.0,99.0,24.0,87.0,70.0,67.0
89,2011.0,90.0,90.0,Dartmouth College,45.0,231.0,77.0,75.0,86.0,74.0,99.0,21.0,11.0,301.0,50.0,218.0,66.9
90,2011.0,91.0,91.0,Nagoya University,66.0,123.0,66.0,126.0,87.0,71.0,63.0,127.0,18.0,301.0,28.0,301.0,66.4
91,2011.0,92.0,92.0,Durham University,66.0,122.0,97.0,24.0,50.0,232.0,56.0,154.0,89.0,66.0,70.0,135.0,66.3
92,2011.0,93.0,93.0,Lomonosov Moscow State University,83.0,70.0,79.0,67.0,100.0,10.0,5.0,301.0,9.0,301.0,43.0,249.0,66.1
93,2011.0,94.0,94.0,National Taiwan University (NTU),94.0,46.0,68.0,115.0,37.0,301.0,57.0,146.0,17.0,301.0,17.0,301.0,66.0
94,2011.0,95.0,95.0,University of St Andrews,60.0,144.0,77.0,77.0,64.0,145.0,52.0,177.0,92.0,52.0,100.0,111.0,65.7
95,2011.0,96.0,96.0,University of Minnesota,81.0,79.0,45.0,230.0,21.0,301.0,99.0,16.0,42.0,212.0,24.0,301.0,65.6
96,2011.0,97.0,97.0,Universität Freiburg,73.0,97.0,25.0,301.0,64.0,46.0,39.0,254.0,44.0,204.0,67.0,146.0,65.1
97,2011.0,98.0,98.0,Pennsylvania State University,74.0,96.0,70.0,103.0,39.0,301.0,82.0,60.0,24.0,301.0,33.0,301.0,64.9
98,2011.0,99.0,99.0,Erasmus University Rotterdam,52.0,188.0,89.0,41.0,54.0,205.0,88.0,47.0,32.0,255.0,75.0,116.0,64.5
99,2011.0,100.0,100.0,University of Oslo,72.0,100.0,50.0,201.0,89.0,61.0,32.0,301.0,34.0,244.0,68.0,139.0,64.2
0,2012.0,1.0,1.0,University of Cambridge,100.0,2.0,100.0,3.0,98.9,32.0,92.7,38.0,98.4,34.0,96.6,38.0,100.0
1,2012.0,2.0,2.0,Harvard University,100.0,1.0,100.0,1.0,96.4,47.0,100.0,5.0,76.9,136.0,86.0,88.0,99.3
2,2012.0,3.0,3.0,Massachusetts Institute of Technology (MIT),100.0,6.0,100.0,4.0,99.9,17.0,99.6,13.0,50.0,212.0,97.9,32.0,99.2
3,2012.0,4.0,4.0,Yale University,100.0,10.0,100.0,4.0,100.0,15.0,97.2,25.0,84.3,110.0,65.6,170.0,98.8
4,2012.0,5.0,5.0,University of Oxford,100.0,3.0,100.0,2.0,100.0,14.0,82.0,65.0,98.2,35.0,95.9,43.0,98.0
5,2012.0,6.0,6.0,Imperial College London,99.8,15.0,100.0,4.0,99.7,24.0,79.6,78.0,99.7,26.0,99.9,15.0,97.6
6,2012.0,7.0,7.0,UCL (University College London),99.4,24.0,82.0,34.0,99.0,31.0,89.5,51.0,96.2,48.0,99.7,17.0,97.3
7,2012.0,8.0,8.0,University of Chicago,99.9,14.0,90.0,15.0,95.8,50.0,92.3,41.0,71.5,155.0,81.4,105.0,96.1
8,2012.0,9.0,9.0,University of Pennsylvania,98.7,31.0,90.0,15.0,99.5,27.0,94.9,33.0,64.1,169.0,66.3,168.0,95.7
9,2012.0,10.0,10.0,Columbia University,99.9,13.0,100.0,4.0,95.8,49.0,95.8,30.0,17.1,301.0,86.2,87.0,95.3
10,2012.0,11.0,11.0,Stanford University,100.0,5.0,100.0,4.0,74.9,120.0,100.0,3.0,36.6,269.0,96.5,39.0,93.4
11,2012.0,12.0,12.0,California Institute of Technology (Caltech),99.0,26.0,25.8,204.0,97.0,44.0,100.0,1.0,99.0,30.0,93.9,54.0,93.0
12,2012.0,13.0,13.0,Princeton University,100.0,9.0,67.9,43.0,75.3,119.0,100.0,6.0,96.5,46.0,69.3,149.0,91.9
13,2012.0,14.0,14.0,University of Michigan,99.8,21.0,90.0,15.0,91.5,61.0,85.3,59.0,53.6,202.0,51.2,229.0,91.3
14,2012.0,15.0,15.0,Cornell University,99.8,17.0,90.0,15.0,74.7,121.0,96.8,27.0,44.7,231.0,70.2,148.0,90.7
15,2012.0,16.0,16.0,Johns Hopkins University,95.9,42.0,55.9,100.0,99.3,29.0,99.8,11.0,18.2,301.0,70.9,147.0,90.0
16,2012.0,17.0,17.0,McGill University,98.8,29.0,90.0,15.0,89.9,69.0,62.6,139.0,82.0,119.0,94.2,51.0,89.6
17,2012.0,18.0,18.0,ETH Zurich (Swiss Federal Institute of Technology),99.2,25.0,74.6,40.0,54.4,216.0,99.0,17.0,100.0,5.0,99.1,21.0,89.5
18,2012.0,19.0,19.0,Duke University,95.4,43.0,65.0,47.0,99.8,23.0,96.3,29.0,17.5,301.0,55.5,216.0,89.3
19,2012.0,20.0,20.0,University of Edinburgh,98.9,28.0,90.0,15.0,73.7,124.0,68.8,110.0,88.8,89.0,92.7,59.0,87.8
20,2012.0,21.0,21.0,"University of California, Berkeley (UCB)",100.0,4.0,100.0,4.0,44.7,301.0,95.7,32.0,95.2,57.0,62.2,186.0,87.6
21,2012.0,22.0,22.0,University of Hong Kong (HKU),98.9,27.0,59.4,51.0,95.1,53.0,54.5,172.0,100.0,15.0,98.9,23.0,87.0
22,2012.0,23.0,23.0,University of Toronto,99.9,12.0,90.0,15.0,65.3,155.0,77.3,85.0,91.3,79.0,49.0,244.0,86.2
23,2012.0,24.0,24.0,Northwestern University,91.5,55.0,77.1,36.0,82.8,94.0,93.6,36.0,12.4,301.0,80.9,109.0,85.9
24,2012.0,25.0,25.0,The University of Tokyo,100.0,7.0,90.0,15.0,92.2,58.0,74.0,91.0,10.8,301.0,29.2,301.0,85.9
25,2012.0,26.0,26.0,Australian National University (ANU),99.8,20.0,59.4,51.0,71.7,132.0,70.0,105.0,100.0,20.0,96.8,36.0,85.7
26,2012.0,27.0,27.0,King's College London (KCL),92.0,51.0,59.4,51.0,87.5,78.0,68.5,112.0,95.3,56.0,92.4,60.0,85.0
27,2012.0,28.0,28.0,National University of Singapore (NUS),100.0,11.0,92.6,14.0,72.2,130.0,43.9,243.0,100.0,9.0,99.4,19.0,84.1
28,2012.0,29.0,29.0,The University of Manchester,98.4,32.0,100.0,4.0,66.0,153.0,54.1,174.0,89.2,87.0,90.1,70.0,84.0
29,2012.0,30.0,30.0,University of Bristol,89.3,60.0,90.0,15.0,77.1,112.0,69.3,109.0,87.7,95.0,73.0,140.0,83.7
30,2012.0,31.0,31.0,The University of Melbourne,99.8,16.0,100.0,4.0,38.1,301.0,78.4,82.0,80.7,120.0,95.2,46.0,83.6
31,2012.0,32.0,32.0,Kyoto University,99.8,19.0,59.4,51.0,96.5,46.0,70.9,99.0,14.5,301.0,24.0,301.0,82.9
32,2012.0,33.0,33.0,"Ecole Normale Supérieure, Paris (ENS Paris)",93.5,47.0,59.4,51.0,94.3,54.0,67.8,115.0,29.5,301.0,72.3,143.0,82.4
33,2012.0,34.0,34.0,"University of California, Los Angeles (UCLA)",100.0,8.0,90.0,15.0,48.7,271.0,99.9,8.0,4.1,301.0,27.1,301.0,81.9
34,2012.0,35.0,35.0,Ecole Polytechnique Fédérale de Lausanne (EPFL),78.6,89.0,52.1,154.0,97.7,40.0,69.9,106.0,100.0,3.0,100.0,5.0,81.8
35,2012.0,36.0,36.0,Ecole Polytechnique,75.5,99.0,90.0,15.0,100.0,12.0,56.9,158.0,73.4,150.0,94.8,47.0,80.5
36,2012.0,37.0,37.0,The Chinese University of Hong Kong (CUHK),92.0,52.0,55.9,100.0,80.8,100.0,53.8,177.0,98.2,36.0,75.0,133.0,79.5
37,2012.0,38.0,38.0,The University of Sydney,99.5,23.0,74.7,39.0,53.4,225.0,50.6,198.0,99.7,27.0,94.3,50.0,79.3
38,2012.0,39.0,39.0,Brown University,85.0,65.0,55.9,100.0,68.5,142.0,98.8,21.0,44.0,234.0,49.1,243.0,79.2
39,2012.0,40.0,40.0,The Hong Kong University Of Science And Technology (HKUST),91.7,53.0,47.5,156.0,83.5,90.0,47.5,222.0,100.0,10.0,98.6,26.0,79.1
40,2012.0,41.0,41.0,University of Wisconsin-Madison,96.4,40.0,55.9,100.0,78.4,107.0,67.6,116.0,46.2,225.0,36.0,301.0,79.0
41,2012.0,42.0,42.0,Seoul National University (SNU),98.3,33.0,55.9,100.0,93.0,55.0,42.2,256.0,43.1,239.0,60.5,194.0,78.7
42,2012.0,43.0,43.0,Carnegie Mellon University,88.0,63.0,59.4,51.0,71.4,134.0,74.5,90.0,38.1,261.0,94.4,49.0,78.5
43,2012.0,44.0,44.0,New York University (NYU),97.0,37.0,63.5,48.0,91.7,60.0,43.0,249.0,23.8,301.0,58.6,200.0,77.7
44,2012.0,45.0,45.0,Osaka University,89.7,59.0,55.9,100.0,91.9,59.0,70.1,103.0,15.1,301.0,28.6,301.0,77.6
45,2012.0,46.0,46.0,Peking University,99.8,18.0,82.6,33.0,90.4,65.0,29.7,301.0,35.5,275.0,39.4,295.0,77.4
46,2012.0,47.0,47.0,Tsinghua University,98.7,30.0,86.5,32.0,86.1,84.0,26.4,301.0,52.8,203.0,30.1,301.0,76.3
47,2012.0,48.0,48.0,The University of Queensland (UQ),94.4,45.0,59.4,51.0,38.6,301.0,67.6,116.0,97.5,41.0,92.0,61.0,75.9
48,2012.0,49.0,49.0,The University of New South Wales (UNSW),96.1,41.0,78.6,35.0,36.2,301.0,56.3,162.0,92.4,73.0,95.7,45.0,75.7
49,2012.0,50.0,50.0,The University of Warwick,89.9,57.0,100.0,4.0,59.4,185.0,30.7,301.0,90.0,86.0,98.7,24.0,74.9
50,2012.0,51.0,51.0,University of British Columbia,99.6,22.0,59.4,51.0,32.6,301.0,85.6,57.0,26.7,301.0,51.1,231.0,74.8
51,2012.0,52.0,52.0,University of Copenhagen,82.8,71.0,55.9,100.0,99.8,21.0,43.6,245.0,71.1,156.0,45.8,262.0,74.7
52,2012.0,53.0,53.0,Ruprecht-Karls-Universität Heidelberg,92.7,50.0,15.3,283.0,86.7,81.0,53.7,178.0,54.9,200.0,73.5,138.0,74.6
53,2012.0,54.0,54.0,Technische Universität München,82.3,73.0,73.1,41.0,97.7,42.0,34.1,301.0,57.5,195.0,68.1,153.0,74.3
54,2012.0,55.0,55.0,"University of North Carolina, Chapel Hill",83.0,68.0,55.9,100.0,74.1,123.0,86.5,56.0,9.8,301.0,15.9,301.0,73.6
55,2012.0,56.0,56.0,University of Washington,93.5,48.0,29.6,194.0,47.8,275.0,99.8,9.0,9.2,301.0,23.8,301.0,72.9
56,2012.0,57.0,57.0,Tokyo Institute of Technology,78.3,91.0,59.4,51.0,88.3,76.0,65.5,127.0,22.6,301.0,43.2,277.0,72.7
57,2012.0,58.0,58.0,Nanyang Technological University (NTU),88.0,64.0,59.4,51.0,77.7,110.0,22.6,301.0,100.0,6.0,98.2,28.0,72.5
58,2012.0,59.0,59.0,University of Glasgow,81.2,78.0,55.9,100.0,53.8,219.0,72.3,96.0,79.6,130.0,69.1,151.0,72.1
59,2012.0,60.0,60.0,Monash University,96.5,39.0,90.0,15.0,41.6,301.0,34.9,299.0,58.6,186.0,96.7,37.0,72.1
60,2012.0,61.0,61.0,University of Illinois at Urbana-Champaign,97.4,35.0,45.0,158.0,25.8,301.0,87.3,53.0,32.5,287.0,55.9,214.0,71.9
61,2012.0,62.0,62.0,Ludwig-Maximilians-Universität München,95.2,44.0,45.4,157.0,34.4,301.0,80.1,75.0,37.1,267.0,57.6,203.0,71.6
62,2012.0,63.0,63.0,University of Amsterdam,91.4,56.0,55.9,100.0,53.7,224.0,64.2,134.0,56.3,199.0,32.1,301.0,71.5
63,2012.0,64.0,64.0,London School of Economics and Political Science (LSE),88.1,62.0,100.0,4.0,54.4,216.0,15.2,301.0,100.0,16.0,100.0,1.0,70.5
64,2012.0,65.0,65.0,Trinity College Dublin (TCD),81.0,81.0,59.4,51.0,58.0,193.0,47.7,220.0,99.1,29.0,84.9,94.0,70.0
65,2012.0,66.0,66.0,Freie Universität Berlin,89.9,58.0,23.0,223.0,30.5,301.0,95.8,31.0,45.0,230.0,57.6,204.0,70.0
66,2012.0,67.0,67.0,University of Birmingham,78.4,90.0,61.4,50.0,60.3,177.0,55.3,168.0,83.4,114.0,75.1,132.0,69.9
67,2012.0,68.0,68.0,Katholieke Universiteit Leuven,88.4,61.0,55.9,100.0,22.6,301.0,85.1,60.0,64.2,168.0,56.7,212.0,69.9
68,2012.0,69.0,69.0,University of Geneva,65.4,132.0,4.4,301.0,66.4,151.0,93.3,37.0,100.0,19.0,99.2,20.0,69.9
69,2012.0,70.0,70.0,Boston University,74.0,105.0,59.4,51.0,63.7,162.0,75.2,89.0,14.3,301.0,85.9,90.0,69.7
70,2012.0,70.0,70.0,Tohoku University,73.3,108.0,55.9,100.0,96.7,45.0,57.3,155.0,23.4,301.0,29.0,301.0,69.7
71,2012.0,72.0,72.0,The University of Sheffield,76.5,95.0,59.4,51.0,61.3,173.0,56.3,162.0,83.0,116.0,80.9,108.0,69.6
72,2012.0,73.0,73.0,The University of Western Australia (UWA),79.5,87.0,55.9,100.0,40.5,301.0,64.9,129.0,99.9,24.0,87.0,86.0,69.2
73,2012.0,74.0,74.0,The University of Nottingham,75.4,100.0,90.0,15.0,53.8,223.0,44.2,239.0,88.4,91.0,85.6,91.0,68.8
74,2012.0,75.0,75.0,University of Southampton,72.1,113.0,59.4,51.0,62.3,169.0,58.4,149.0,90.1,85.0,80.0,114.0,68.8
75,2012.0,76.0,76.0,University of Texas at Austin,97.2,36.0,62.5,49.0,22.1,301.0,66.2,123.0,60.1,178.0,32.2,301.0,68.7
76,2012.0,77.0,77.0,"University of California, San Diego (UCSD)",97.6,34.0,18.1,251.0,26.5,301.0,99.9,7.0,3.1,301.0,17.6,301.0,68.5
77,2012.0,78.0,78.0,Washington University in St. Louis,58.9,158.0,6.0,301.0,99.8,22.0,98.3,22.0,13.7,301.0,53.6,222.0,68.5
78,2012.0,79.0,79.0,Aarhus University,69.1,120.0,24.6,216.0,85.8,85.0,64.4,132.0,64.6,167.0,65.9,169.0,68.0
